date,fiscal_year,customer_code,market,product_code,product,variant,sold_quantity,gross_price_total,pre_invoice_discount_pct,net_invoice_sales,post_invoice_discount_pct,net_sales
2019-07-01,2019,90002007,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,86,1241.77,0.3035,864.892805,0.2630,637.4259972850
2019-08-01,2019,90002007,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,41,592.01,0.3035,412.334965,0.3068,285.8305977380
2018-09-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,34,490.93,0.2695,358.624365,0.2763,259.5364529505
2018-10-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,59,851.91,0.2695,622.320255,0.2636,458.2766357820
2018-12-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,151,2180.32,0.2695,1592.723760,0.2503,1194.0650028720
2019-01-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,109,1573.87,0.2695,1149.712035,0.2713,837.7951599045
2019-02-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,29,418.74,0.2695,305.889570,0.2711,222.9629075730
2019-04-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,131,1891.54,0.2695,1381.769970,0.2773,998.6051573190
2019-05-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,23,332.10,0.2695,242.599050,0.2609,179.3049578550
2019-06-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,73,1054.06,0.2695,769.990830,0.2971,541.2265544070
2019-08-01,2019,90002006,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,90,1299.53,0.2695,949.306665,0.2872,676.6657908120
2018-09-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,55,794.16,0.2610,586.884240,0.2542,437.6982661920
2018-10-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,113,1631.63,0.2610,1205.774570,0.2952,849.8299169360
2018-11-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,156,2252.52,0.2610,1664.612280,0.2400,1265.1053328000
2019-01-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,66,952.99,0.2610,704.259610,0.3003,492.7704491170
2019-02-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,67,967.43,0.2610,714.930770,0.2509,535.5546398070
2019-03-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,38,548.69,0.2610,405.481910,0.2964,285.2970718760
2019-05-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,71,1025.18,0.2610,757.608020,0.2671,555.2509178580
2019-06-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,61,880.79,0.2610,650.903810,0.2888,462.9227896720
2019-07-01,2019,90002005,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,94,1357.28,0.2610,1003.029920,0.2922,709.9445773760
2018-10-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,151,2180.32,0.2286,1681.898848,0.2435,1272.3564785120
2018-11-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,131,1891.54,0.2286,1459.133956,0.3187,994.1079642228
2018-12-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,212,3061.11,0.2286,2361.340254,0.2823,1694.7339002958
2019-02-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,89,1285.09,0.2286,991.318426,0.2887,705.1247964138
2019-03-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,45,649.76,0.2286,501.224864,0.3039,348.9026278304
2019-04-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,48,693.08,0.2286,534.641912,0.2711,389.7004896568
2019-06-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,54,779.72,0.2286,601.476008,0.2376,458.5653084992
2019-07-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,75,1082.94,0.2286,835.379916,0.2721,608.0730408564
2019-08-01,2019,90002004,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,72,1039.62,0.2286,801.962868,0.3023,559.5294930036
2018-09-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,99,1429.48,0.2851,1021.935252,0.3011,714.2305476228
2018-11-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,71,1025.18,0.2851,732.901182,0.2348,560.8159844664
2018-12-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,55,794.16,0.2851,567.744984,0.2764,410.8202704224
2019-01-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,57,823.03,0.2851,588.384147,0.3268,396.1002077604
2019-03-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,126,1819.34,0.2851,1300.646166,0.3334,867.0107342556
2019-04-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,86,1241.77,0.2851,887.741373,0.2945,626.3015386515
2019-05-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,54,779.72,0.2851,557.421828,0.3021,389.0246937612
2019-07-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,125,1804.90,0.2851,1290.323010,0.2851,922.4519198490
2019-08-01,2019,90002003,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,89,1285.09,0.2851,918.710841,0.2974,645.4862368866
2018-09-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,111,1602.75,0.1878,1301.753550,0.2742,944.8127265900
2018-10-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,152,2194.76,0.1878,1782.584072,0.3250,1203.2442486000
2018-12-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,49,707.52,0.1878,574.647744,0.3239,388.5193397184
2019-01-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,104,1501.68,0.1878,1219.664496,0.2637,898.0389684048
2019-02-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,66,952.99,0.1878,774.018478,0.3112,533.1439276464
2019-04-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,87,1256.21,0.1878,1020.293762,0.3253,688.3922012214
2019-05-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,54,779.72,0.1878,633.288584,0.2944,446.8484248704
2019-06-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,96,1386.16,0.1878,1125.839152,0.2517,842.4654374416
2019-08-01,2019,90002002,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,47,678.64,0.1878,551.191408,0.3325,367.9202648400
2018-09-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,67,967.43,0.2247,750.048479,0.2601,554.9608696121
2018-10-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,160,2310.27,0.2247,1791.152331,0.2935,1265.4491218515
2018-11-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,38,548.69,0.2247,425.399357,0.3050,295.6525531150
2019-01-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,30,433.18,0.2247,335.844454,0.2462,253.1595494252
2019-02-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,93,1342.85,0.2247,1041.111605,0.2537,776.9815908115
2019-03-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,99,1429.48,0.2247,1108.275844,0.2635,816.2451591060
2019-05-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,202.15,0.2247,156.726895,0.2717,114.1441976285
2019-06-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,33,476.49,0.2247,369.422697,0.2689,270.0849337767
2019-07-01,2019,90002001,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,66,952.99,0.2247,738.853147,0.3291,495.6965763223
2018-09-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,86.64,0.1912,70.074432,0.2420,53.1164194560
2018-10-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,187.71,0.1912,151.819848,0.2937,107.2303586424
2018-11-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,27,389.86,0.1912,315.318768,0.2468,237.4980960576
2019-01-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,57.76,0.1912,46.716288,0.3046,32.4865066752
2019-02-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,144.39,0.1912,116.782632,0.2742,84.7608343056
2019-03-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,129.95,0.1912,105.103560,0.2582,77.9658208080
2019-05-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,15,216.59,0.1912,175.177992,0.2515,131.1207270120
2019-06-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,187.71,0.1912,151.819848,0.2538,113.2879705776
2019-07-01,2019,90001021,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,28.88,0.1912,23.358144,0.3212,15.8555081472
2018-10-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,158.83,0.2852,113.531684,0.3067,78.7115165172
2018-11-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,173.27,0.2852,123.853396,0.3091,85.5703112964
2018-12-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,28,404.30,0.2852,288.993640,0.3105,199.2611147800
2019-02-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,158.83,0.2852,113.531684,0.2527,84.8422274532
2019-03-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,72.20,0.2852,51.608560,0.2371,39.3721704240
2019-04-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,202.15,0.2852,144.496820,0.2750,104.7601945000
2019-06-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,245.47,0.2852,175.461956,0.2772,126.8239017968
2019-07-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,173.27,0.2852,123.853396,0.2806,89.1001330824
2019-08-01,2019,90001020,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,245.47,0.2852,175.461956,0.3455,114.8398502020
2018-10-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,307,4432.83,0.1920,3581.726640,0.2706,2612.5114112160
2018-11-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,304,4389.52,0.1920,3546.732160,0.2574,2633.8033020160
2018-12-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,224,3234.38,0.1920,2613.379040,0.2676,1914.0388088960
2019-02-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,134,1934.85,0.1920,1563.358800,0.2403,1187.6836803600
2019-03-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,50,721.96,0.1920,583.343680,0.2382,444.3912154240
2019-04-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,303,4375.08,0.1920,3535.064640,0.2367,2698.3148397120
2019-06-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,281,4057.42,0.1920,3278.395360,0.2459,2472.2379409760
2019-07-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,225,3248.82,0.1920,2625.046560,0.2684,1920.4840632960
2019-08-01,2019,80007196,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,203,2931.16,0.1920,2368.377280,0.2650,1740.7573008000
2018-09-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,52,750.84,0.2557,558.850212,0.2838,400.2485218344
2018-11-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,274,3956.34,0.2557,2944.703862,0.2745,2136.3826518810
2018-12-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,228,3292.14,0.2557,2450.339802,0.2653,1800.2646525294
2019-01-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,119,1718.26,0.2557,1278.900918,0.2628,942.8057567496
2019-03-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,246,3552.04,0.2557,2643.783372,0.2923,1871.0054923644
2019-04-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,42,606.45,0.2557,451.380735,0.2818,324.1816438770
2019-05-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,196,2830.08,0.2557,2106.428544,0.2525,1574.5553366400
2019-07-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,55,794.16,0.2557,591.093288,0.2060,469.3280706720
2019-08-01,2019,80007195,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,237,3422.09,0.2557,2547.061587,0.2432,1927.6162090416
2018-09-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,150,2165.88,0.2565,1610.331780,0.3780,1001.6263671600
2018-11-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,90,1299.53,0.2565,966.200555,0.2811,694.6015789895
2018-12-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,194,2801.20,0.2565,2082.692200,0.2913,1476.0039621400
2019-01-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,134,1934.85,0.2565,1438.560975,0.2700,1050.1495117500
2019-03-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,70,1010.74,0.2565,751.485190,0.3367,498.4601265270
2019-04-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,79,1140.70,0.2565,848.110450,0.3210,575.8669955500
2019-05-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,52,750.84,0.2565,558.249540,0.3022,389.5465290120
2019-07-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,81,1169.58,0.2565,869.582730,0.3362,577.2290161740
2019-08-01,2019,80006155,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,115,1660.51,0.2565,1234.589185,0.3171,843.1009544365
2018-09-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,38,548.69,0.2101,433.410231,0.3849,266.5906330881
2018-10-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,174,2512.42,0.2101,1984.560558,0.3064,1376.4912030288
2018-12-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,186,2685.69,0.2101,2121.426531,0.3753,1325.2551539157
2019-01-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,145,2093.68,0.2101,1653.797832,0.3070,1146.0818975760
2019-02-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,62,895.23,0.2101,707.142177,0.3875,433.1245834125
2019-04-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,33,476.49,0.2101,376.379451,0.2818,270.3157217082
2019-05-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,93,1342.85,0.2101,1060.717215,0.2782,765.6256857870
2019-06-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,111,1602.75,0.2101,1266.012225,0.3552,816.3246826800
2019-08-01,2019,80006154,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,55,794.16,0.2101,627.306984,0.3075,434.4100864200
2018-09-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,173.27,0.1832,141.526936,0.2423,107.2349594072
2018-11-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,45,649.76,0.1832,530.723968,0.3432,348.5795021824
2018-12-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,128,1848.22,0.1832,1509.626096,0.3424,992.7301207296
2019-01-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,57,823.03,0.1832,672.250904,0.2944,474.3402378624
2019-03-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,68,981.87,0.1832,801.991416,0.2787,578.4764083608
2019-04-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,65,938.55,0.1832,766.607640,0.2784,553.1840730240
2019-05-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,15,216.59,0.1832,176.910712,0.3092,122.2099198496
2019-07-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,202.15,0.1832,165.116120,0.3123,113.5503557240
2019-08-01,2019,80001019,China,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,47,678.64,0.1832,554.313152,0.2752,401.7661725696
2018-10-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,245.47,0.1981,196.842393,0.2942,138.9313609794
2018-11-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,26,375.42,0.1981,301.049298,0.2685,220.2175614870
2018-12-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,30,433.18,0.1981,347.367042,0.3029,242.1495649782
2019-02-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,115.51,0.1981,92.627469,0.2439,70.0356293109
2019-03-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,144.39,0.1981,115.786341,0.2928,81.8841003552
2019-04-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,202.15,0.1981,162.104085,0.2779,117.0553597785
2019-06-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,187.71,0.1981,150.524649,0.2794,108.4680620694
2019-07-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,86.64,0.1981,69.476616,0.3049,48.2931957816
2019-08-01,2019,70027208,Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,144.39,0.1981,115.786341,0.3165,79.1399640735
2018-09-01,2019,70026206,Mexico,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,158.83,0.2924,112.388108,0.2454,84.8080662968
2018-10-01,2019,70026206,Mexico,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,57.76,0.2924,40.870976,0.2881,29.0960478144
2018-12-01,2019,70026206,Mexico,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,259.91,0.2924,183.912316,0.3342,122.4488199928
2019-01-01,2019,70026206,Mexico,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,86.64,0.2924,61.306464,0.2722,44.6188444992
2019-02-01,2019,70026206,Mexico,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,43.32,0.2924,30.653232,0.3040,21.3346494720
2019-04-01,2019,70026206,Mexico,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,72.20,0.2924,51.088720,0.2848,36.5386525440
